"Business.File.Number","License.Type","Entity.Name","Trade.Name","Facility.Zip.Code","ADDRESS"
"2015-BFN-0007784","Marijuana Grow Center","URBANE DEVELOPERS LLC","","80223","2191 S JASON ST , DENVER, CO"
"2015-BFN-0008408","Marijuana Grow Center","AMERICAN INDUSTRY, LLC","DENVER CLONE STORE","80216","4571 N IVY ST , DENVER, CO"
"2016-BFN-0003705","Marijuana Test Facility","BONA FIDES MEDICAL","BONA FIDES LABORATORY INC","80216","4910 N FOX ST , DENVER, CO"
"2016-BFN-0006927","Marijuana Grow Center","GREEN CROSS LLC","GREEN CROSS OF CHERRY CREEK","80216","5225 N MONROE ST , DENVER, CO"
"2017-BFN-0005193","Retail Marijuana Store","RJJ TOWER, LLC","NATIVE ROOTS DENVER AIRPROT","80249","7050 N TOWER RD , DENVER, CO"
"2010-BFN-1045876","Medical Marijuana Center","CITI-MED, LLC","STARBUDS","80210","1640 E EVANS AVE , DENVER, CO"
"2010-BFN-1045726","Medical Marijuana Center","CG NETWORK, LLC","GROUNDSWELL","80206","3121 E COLFAX AVE , DENVER, CO"
"2010-BFN-1045748","Medical Marijuana Center","SWEETWATER PARTNERS,LLC","GOOD CHEMISTRY","80210","1724 S BROADWAY  , DENVER, CO"
"2010-BFN-1045752","Medical Marijuana Center","LIGHTSHADE LABS, LLC","LIGHTSHADE","80247","330 S DAYTON ST , DENVER, CO"
"2010-BFN-1045662","Medical Marijuana Center","GREEN AROUND YOU, LLC","GOLDEN MEDS, INC.","80224","970 S ONEIDA ST , DENVER, CO"
"2010-BFN-1045857","Medical Marijuana Center","CO-AGRONOMICS, LLC","THE GREEN DEPOT","80210","2020 S BROADWAY  , DENVER, CO"
"2010-BFN-1045425","Medical Marijuana Center","CANNABIS FOR HEALTH, LLC","PIG N' WHISTLE","80204","4801 W COLFAX AVE , DENVER, CO"
"2010-BFN-1045677","Medical Marijuana Center","1617 WAZEE STREET LLC","LODO WELLNESS CENTER","80202","1617  Wazee  , DENVER, CO"
"2010-BFN-1045768","Medical Marijuana Center","4095 SHELTER, LLC","","80216","4095 N JACKSON ST , DENVER, CO"
"2010-BFN-1045784","Medical Marijuana Center","SOUTHWEST ALTERNATIVE CARE, LLC","","80204","3937 W COLFAX AVE , DENVER, CO"
"2010-BFN-1045806","Medical Marijuana Center","TWOG-FEDERAL, LLC","BUDDY BOY","80219","2426 S FEDERAL BLVD , DENVER, CO"
"2012-BFN-1060935","Marijuana Grow Center","ARTISTANT DISPENSARY CENTER, INC.","LIVWELL","80216","5141 N FRANKLIN ST , DENVER, CO"
"2012-BFN-1060937","Marijuana Grow Center","BEYOND BROADWAY, LLC","LIVWELL","80216","5141 N FRANKLIN ST , DENVER, CO"
"2012-BFN-1060953","Marijuana Grow Center","URBAN CANNABIS II, LLC","HEALING HOUSE","80204","1100 N YUMA CT , DENVER, CO"
"2012-BFN-1060492","Marijuana Grow Center","CAREGIVERS FOR LIFE, LLC","","80219","2744 W 4TH AVE , DENVER, CO"
"2012-BFN-1060650","Marijuana Grow Center","SISSCO, LLC","TRENCHTOWN","80204","1619 W 12TH AVE , DENVER, CO"
"2013-BFN-1064063","Infrastructure Production Manufacturing","SIMPLY PURE EDIBLES COLORADO LLC","SIMPLY PURE EDIBLES","80223","2160 S LIPAN ST , DENVER, CO"
"2012-BFN-1061683","Marijuana Grow Center","P&C EXPRESS LLC","ROCKY MOUNTAIN HIGH DISPENSARY","80216","6666 E STAPLETON DR , DENVER, CO"
"2012-BFN-1061757","Marijuana Grow Center","3B-KALAMATH, LLC","BUDDY BOY","80204","777 N UMATILLA ST , DENVER, CO"
"2013-BFN-1069487","Infrastructure Production Manufacturing","MEDICALLY CORRECT, LLC","INCREDIBLES","80223","1308 S JASON ST , DENVER, CO"
"2013-BFN-1064373","Infrastructure Production Manufacturing","COLORADO CANNABIS COMPANY, LLC","PURE MEDICAL DISPENSARY","80216","505 W 40th AVE , DENVER, CO"
"2013-BFN-1067917","Marijuana Grow Center","BEYOND BROADWAY, LLC","LIVWELL","80216","5141 N FRANKLIN ST , DENVER, CO"
"2013-BFN-1069782","Retail Marijuana Store","DELTA-9 DELIGHTS LLC","REEFER MADNESS","80216","4401 E 46TH AVE , DENVER, CO"
"2013-BFN-1070078","Marijuana Grow Center","ARMS HOLDINGS","THE HEALING TREE COMPANY","80216","4455 N GARFIELD ST , DENVER, CO"
"2013-BFN-1070403","Marijuana Grow Center","TETRAHYDROCENTER LLC","TETRAHYDRO CENTER","80223","221 N WYANDOT ST , DENVER, CO"
"2013-BFN-1070404","Retail Marijuana Store","SUMMIT WELLNESS","DEN-REC DENVER RECREATIONAL DISPENSARY","80205","2117  LARIMER ST , DENVER, CO"
"2013-BFN-1069803","Medical Marijuana Center","LYONS FINEST CONFIDENTIAL CARE, LLC","TUMBLEWEED","80239","11080 E 47TH AVE , DENVER, CO"
"2013-BFN-1069776","Retail Marijuana Store","HG LTD","HIGHER GRADE","80204","1269 N ELATI ST , DENVER, CO"
"2013-BFN-1069682","Retail Marijuana Store","JOIS, LLC","SILVER STEM FINE CANNABIS","80236","3702 W Quincy  , DENVER, CO"
"2013-BFN-1070321","Infrastructure Production Manufacturing","FOX STREET WELLNESS, LLC","THE PROPER EXTRACTS","80216","4773 N FOX ST , DENVER, CO"
"2014-BFN-1071384","Infrastructure Production Manufacturing","ALLIED CONCESSIONS GROUP, INC.","ORGANA LABS","80223","2121 S Jason  , DENVER, CO"
"2014-BFN-1073600","Infrastructure Production Manufacturing","VIOLA, INC","VIOLA'S EXTRACTS","80239","4645 N JOLIET ST , DENVER, CO"
"2013-BFN-1069353","Infrastructure Production Manufacturing","EPMM COLORADO, LLC","EDIPURE","80216","4880 E 41ST AVE , DENVER, CO"
"2013-BFN-1069354","Marijuana Grow Center","KGBI COLORADO LLC","SENSE OF HEALING","80204","400 N QUIVAS ST , DENVER, CO"
"2013-BFN-1069357","Marijuana Grow Center","KAYAK CORPORATION","AMSTERDAM CAFE","80223","1325 S INCA ST , DENVER, CO"
"2014-BFN-1071058","Marijuana Grow Center","BACK TO THE GARDEN HEALTH & WELLNESS CENTER LLC","BACK TO THE GARDEN HEALTH AND WELLNESS CENTER LLC","80211","4500 N JASON ST , DENVER, CO"
"2014-BFN-1071059","Retail Marijuana Store","BACK TO THE GARDEN HEALTH & WELLNESS CENTER LLC","","80210","1755 S BROADWAY  , DENVER, CO"
"2013-BFN-1070167","Infrastructure Production Manufacturing","GREEN CROSS COLORADO, LLC","GREEN CROSS COLORADO","80204","660 N BRYANT ST , DENVER, CO"
"2014-BFN-1070937","Marijuana Grow Center","FOX STREET WELLNESS LLC","","80216","4773 N FOX ST , DENVER, CO"
"2014-BFN-1070940","Retail Marijuana Store","SERENITY MOON WELLNESS CENTER, LLC","FROSTED LEAF","80209","399 S HARRISON ST , DENVER, CO"
"2014-BFN-1070941","Marijuana Grow Center","LITTLE MAN 54 LLC","","80239","3819 N QUENTIN ST , DENVER, CO"
"2014-BFN-1070993","Marijuana Grow Center","FRESH BAKED, LLC","FRESH BAKED","80223","735 W BAYAUD AVE , DENVER, CO"
"2013-BFN-1069336","Marijuana Grow Center","HOLLY MEDICINAL SERVICES, LLC","THE CLINIC ON COLORADO","80223","2675 S SANTA  , DENVER, CO"
"2013-BFN-1070104","Retail Marijuana Store","HERBAL ALTERNATIVES, LLC","NEW BROADSTERDAM","80210","2568 S BROADWAY  , DENVER, CO"
"2014-BFN-1071247","Marijuana Grow Center","JPJR AND ASSOCIATES","WIDESPREAD BANNOCK","80223","1196 S BANNOCK ST , DENVER, CO"
"2014-BFN-1073490","Marijuana Grow Center","RJJ LONGMONT, LLC","NATIVE ROOTS LONGMONT","80216","4990 N DAHLIA ST , DENVER, CO"
"2014-BFN-1072525","Infrastructure Production Manufacturing","MILE HIGH WELNESS II, LLC","GREEN STREET","80223","2291 S KALAMATH ST , DENVER, CO"
"2014-BFN-1073585","Marijuana Grow Center","ROCKY MOUNTAIN ORGANIC MEDICINE, INC","","80223","2345 S DELAWARE ST , DENVER, CO"
"2010-BFN-1045887","Medical Marijuana Center","URBAN CANNABIS II, LLC","HEALING HOUSE","80210","2383 S DOWNING ST , DENVER, CO"
"2010-BFN-1045925","Medical Marijuana Center","COMPASSIONATE CARE GIVERS INC","CANNABIS STATION","80202","1201  20TH ST , DENVER, CO"
"2010-BFN-1047706","Medical Marijuana Center","NATURES CURE III, LLC","THE COLFAX POT SHOP","80218","1500 E COLFAX AVE , DENVER, CO"
"2010-BFN-1045844","Medical Marijuana Center","FUTUREVISION, LTD.","MEDICINE MAN","80239","4750 N NOME ST , DENVER, CO"
"2010-BFN-1045851","Medical Marijuana Center","CAREGIVERS FOR LIFE, LLC","","80206","310 N SAINT ST , DENVER, CO"
"2010-BFN-1046040","Medical Marijuana Center","THE TEA POT, LLC","","80211","2008 N FEDERAL BLVD , DENVER, CO"
"2010-BFN-1046049","Medical Marijuana Center","STANDING AKIMBO LLC","","80211","3801 N Jason  , DENVER, CO"
"2010-BFN-1045679","Medical Marijuana Center","DISCOUNT MEDICAL MARIJUANA, LLC","HIGH LEVEL HEALTH","80206","2028 E COLFAX AVE , DENVER, CO"
"2010-BFN-1045818","Medical Marijuana Center","LITTLE MAN 54 LLC","","80239","3819 N QUENTIN ST , DENVER, CO"
"2010-BFN-1045830","Medical Marijuana Center","HADCAV ENTERPRISES INC","PURE MEDICAL DISPENSARY","80220","5702 E COLFAX AVE , DENVER, CO"
"2010-BFN-1045831","Medical Marijuana Center","MILE HIGH MEDICAL CANNABIS, LLC","LIT","80204","1630 N Federal  , DENVER, CO"
"2010-BFN-1045835","Medical Marijuana Center","TETRAHYDROCENTER, LLC","TETRAHYDROCENTER","80231","9206 E HAMPDEN AVE , DENVER, CO"
"2012-BFN-1060936","Marijuana Grow Center","WHITE MOUNTAIN MEDICINE, LLC","LIVWELL","80216","5141 N FRANKLIN ST , DENVER, CO"
"2012-BFN-1060944","Marijuana Grow Center","COLORADO CANNABIS COMPANY, LLC","PURE MEDICAL DISPENSARY","80239","5475 N PEORIA  , DENVER, CO"
"2012-BFN-1060946","Marijuana Grow Center","MMJ AMERICA, INC","BOULDER MMJ","80204","1617 W 12TH AVE , DENVER, CO"
"2012-BFN-1060947","Marijuana Grow Center","MILE HIGH MEDICAL, LLC","MMJ AMERICA UPTOWN","80223","1885 W DARTMOUTH AVE , DENVER, CO"
"2012-BFN-1062003","Marijuana Grow Center","FIREHOUSE ORGANICS SOUTH, LLC","HIGHER GRADE","80239","4800 N OAKLAND ST , DENVER, CO"
"2012-BFN-1060602","Marijuana Grow Center","WASH PARK BOUTIQUE, LLC","LUCY SKY CANNABIS BOUTIQUE","80239","4525 N IRONTON ST , DENVER, CO"
"2012-BFN-1060553","Marijuana Grow Center","DENVER PATIENTS GROUP, LLC","LIVWELL","80216","5141 N FRANKLIN ST , DENVER, CO"
"2012-BFN-1060645","Marijuana Grow Center","DJR COLORADO, LLC","","80239","4755 N Lima ST , DENVER, CO"
"2012-BFN-1062847","Infrastructure Production Manufacturing","CC BRANDS, LLC","CHEEBA CHEWS","80216","4945 N PEARL ST , DENVER, CO"
"2012-BFN-1061010","Marijuana Grow Center","STONE T. M. C., LLC","THE STONE DISPENSARY","80223","1828 S BANNOCK ST , DENVER, CO"
"2012-BFN-1061577","Marijuana Grow Center","KIRKE LLC","THE HEMP CENTER COLORADO SPRINGS","80211","4570 N JASON ST , DENVER, CO"
"2012-BFN-1062696","Infrastructure Production Manufacturing","CAREGIVERS FOR LIFE, LLC","","80239","5124 N Havana  , DENVER, CO"
"2013-BFN-1069778","Marijuana Grow Center","1 STOP SHOP, LLC","","80223","400 S LIPAN ST , DENVER, CO"
"2013-BFN-1069785","Infrastructure Production Manufacturing","TR SCIENTIFIC, LLC","THE ROOT OF IT ALL","80239","3770 N JOLIET ST , DENVER, CO"
"2014-BFN-1071599","Infrastructure Production Manufacturing","MARY'S MEDICINALS, LLC","","80239","4985 N IRONTON ST , DENVER, CO"
"2013-BFN-1070423","Marijuana Grow Center","THE DENVER DISPENSARY, LLC","DENVER DISPENSARY","80216","4975 N VASQUEZ BLVD , DENVER, CO"
"2013-BFN-1069802","Infrastructure Production Manufacturing","COLORADO MANAGEMENT HOLDINGS, INC","CMH","80216","5051 E 41ST AVE , DENVER, CO"
"2013-BFN-1069685","Marijuana Grow Center","JOIS, LLC","SILVER STEM FINE CANNABIS","80204","2731 W SHORT PL , DENVER, CO"
"2013-BFN-1069655","Marijuana Grow Center","ALCC, LLC","THE DAB BY NEXT HARVEST","80204","750 N CANOSA CT , DENVER, CO"
"2013-BFN-1069365","Retail Marijuana Store","HIGH COUNTRY SUPPLY, LLC.","COLORADO HARVEST COMPANY","80210","1568 S BROADWAY  , DENVER, CO"
"2014-BFN-1070992","Marijuana Grow Center","FRESH BAKED, LLC","FRESH BAKED","80239","4600 N IRONTON ST , DENVER, CO"
"2013-BFN-1069334","Infrastructure Production Manufacturing","ZUNI WELLNESS CENTER, LLC","THE LAB","80239","5098 N PARIS ST , DENVER, CO"
"2014-BFN-1071715","Infrastructure Production Manufacturing","GHT LLC","SUMMIT CONCENTRATES","80216","5020 E 41ST AVE , DENVER, CO"
"2014-BFN-0002347","Infrastructure Production Manufacturing","PHYSICIAN PREFERRED PRODUCTS, LLC","PHYSICIAN PREFERRED PRODUCTS, LLC","80216","4080 N GLOBEVILLE RD , DENVER, CO"
"2012-BFN-1061654","Marijuana Grow Center","CONCENTRATE LLC","CONCENTRATE","80239","11100 E 51ST AVE , DENVER, CO"
"2014-BFN-0004814","Marijuana Grow Center","TWOG-WALNUT, LLC","BUDDY BOY","80205","3814  WALNUT ST , DENVER, CO"
"2014-BFN-0004815","Retail Marijuana Store","3B-38, LLC","BUDDY BOY","80212","4012 W 38TH AVE , DENVER, CO"
"2014-BFN-0004812","Marijuana Grow Center","TWOG-YORK, LLC","BUDDY BOY","80216","5050 N YORK ST , DENVER, CO"
"2015-BFN-0000248","Medical Marijuana Center","SMOKED COLORADO, INC.","SMOKED","80223","2268 S DELAWARE ST , DENVER, CO"
"2013-BFN-1069649","Marijuana Grow Center","MJM HOLDINGS LIMITED","STICKY FINGERZ","80205","3954 N WILLIAMS ST , DENVER, CO"
"2015-BFN-0000480","Retail Marijuana Store","UNIVERSAL HERBS, LLC","UNIVERSAL HERBS","80205","800  PARK  , DENVER, CO"
"2015-BFN-0002070","Marijuana Grow Center","UNIQUEITMINDS, INC.","CHRONORADO","80223","400 S LIPAN ST , DENVER, CO"
"2015-BFN-0002107","Marijuana Grow Center","ANIMAS HERBAL WELLNESS CENTER, INC","PROHIBITION HERB","80223","1115 S BANNOCK ST , DENVER, CO"
"2015-BFN-0001686","Infrastructure Production Manufacturing","KEENS GREENS EDIBLES, LLC","","80223","1015 W EVANS AVE , DENVER, CO"
"2015-BFN-0003448","Infrastructure Production Manufacturing","DARK HORSE GENETICS LLC","","80223","2145 S KALAMATH ST , DENVER, CO"
"2015-BFN-0005046","Marijuana Grow Center","NATURE MED, INC.","KIND-MEDS","80207","5105 E 38TH AVE , DENVER, CO"
"2015-BFN-0004619","Marijuana Grow Center","SHRED INVESTMENTS, LLC","HIGH WEST CANNABIS","80239","10625 E 51ST AVE , DENVER, CO"
"2015-BFN-0004620","Marijuana Grow Center","ROCKY MOUNTAIN WAYS LLC","GOOD MEDS","80204","866 N NAVAJO ST , DENVER, CO"
"2015-BFN-0006941","Marijuana Grow Center","RJJ TEJON LLC","NATIVE ROOTS TEJON","80216","4990 N DAHLIA ST , DENVER, CO"
"2015-BFN-0007633","Infrastructure Production Manufacturing","J&P INVESTMENTS, LLC","NEWT BROTHERS ARTISANAL","80216","3850 E 48TH AVE , DENVER, CO"
"2015-BFN-0007653","Marijuana Grow Center","YUMA WAY LLC","1136 YUMA","80223","1240 S Bannock ST , DENVER, CO"
"2015-BFN-0007691","Marijuana Grow Center","RJJ SHERIDAN, LLC","NATIVE ROOTS LITTLETON","80216","4990 N DAHLIA ST , DENVER, CO"
"2015-BFN-0007763","Marijuana Grow Center","505 CENTER LLC","PURE MEDICAL DISPENSARY","80239","5475 N Peoria ST , DENVER, CO"
"2015-BFN-0008208","Marijuana Grow Center","HERBAL ALTERNATIVES, LLC","","80211","4755 N LIPAN ST , DENVER, CO"
"2015-BFN-0008475","Medical Marijuana Center","TESLA LLC","","80216","4155 N Grape St , DENVER, CO"
"2016-BFN-0002898","Infrastructure Production Manufacturing","ALLGREENS, LLC","","80223","1235 S HURON ST , DENVER, CO"
"2016-BFN-0004369","Infrastructure Production Manufacturing","URBANE DEVELOPERS LLC","","80223","2191 S JASON ST , DENVER, CO"
"2016-BFN-0004407","Marijuana Grow Center","YUMA WAY, LLC","1136 YUMA","80204","1136 N YUMA CT , DENVER, CO"
"2016-BFN-0004409","Marijuana Grow Center","C.G. INDUSTRY, LLC","CROSS GENETICS","80216","4902 E SMITH RD , DENVER, CO"
"2016-BFN-0003525","Marijuana Grow Center","1 STOP SHOP LLC","","80223","400 S LIPAN ST , DENVER, CO"
"2016-BFN-0004876","Retail Marijuana Store","TWO G-FEDERAL, LLC","BUDDY BOY","80219","2426 S FEDERAL BLVD , DENVER, CO"
"2016-BFN-0004564","Infrastructure Production Manufacturing","BELLFLOWER, LLC","","80223","1001 W CENTER AVE , DENVER, CO"
"2016-BFN-0007816","Marijuana Grow Center","EC LABS, LLC","ENDOCANNA","80216","4300 N FOREST ST , DENVER, CO"
"2016-BFN-0007397","Infrastructure Production Manufacturing","GREENWERKZ LLC","GREEN DRAGON COLORADO","80204","830 N WYANDOT ST , DENVER, CO"
"2017-BFN-0000892","Infrastructure Production Manufacturing","WONDERLAND EDIBLES, LTD","WONDERLAND EDIBLES","80239","5475 N Peoria ST , DENVER, CO"
"2010-BFN-1045907","Medical Marijuana Center","HIGH STREET GROWERS, LLC.","","80219","330 N FEDERAL BLVD , DENVER, CO"
"2010-BFN-1045912","Medical Marijuana Center","THE HERBAL CURE, LLC","","80209","985 S LOGAN ST , DENVER, CO"
"2010-BFN-1045386","Medical Marijuana Center","LIVWELL III, LLC","LIVWELL","80223","1941 W Evans  , DENVER, CO"
"2010-BFN-1045395","Medical Marijuana Center","JVJC HOLDINGS III, LLC","","80216","5194 N WASHINGTON ST , DENVER, CO"
"2010-BFN-1048057","Medical Marijuana Center","FOX STREET  WELLNESS, LLC","FOX CANNABIS","80216","4773 N Fox  , DENVER, CO"
"2010-BFN-1048361","Medical Marijuana Center","HIGH COUNTRY SUPPLY, LLC","COLORADO HARVEST COMPANY","80223","1178 S KALAMATH ST , DENVER, CO"
"2010-BFN-1048362","Medical Marijuana Center","MILE HIGH WELLNESS II, LLC","MILE HIGH WELLNESS - GREEN STREET","80223","2291 S KALAMATH ST , DENVER, CO"
"2010-BFN-1045603","Medical Marijuana Center","DENCO, LLC","","80216","3480  PARK AVE , DENVER, CO"
"2010-BFN-1045805","Medical Marijuana Center","JGB VENTURES, LLC","DANK","80207","3835 N ELM ST , DENVER, CO"
"2010-BFN-1049031","Infrastructure Production Manufacturing","MEDICALLY CORRECT, LLC","INCREDIBLES","80223","1308 S JASON ST , DENVER, CO"
"2012-BFN-1060853","Marijuana Grow Center","DGS, INC","THE KIND BLOOM","80223","1870 S ACOMA ST , DENVER, CO"
"2012-BFN-1060738","Marijuana Grow Center","MAYFLOWER GROUP LLC","THE HEALTH CENTER","80239","4825 N OAKLAND ST , DENVER, CO"
"2012-BFN-1060862","Marijuana Grow Center","DISCOUNT MEDICAL MARIJUANA, LLC","HIGH LEVEL HEALTH","80223","395 N YUMA ST , DENVER, CO"
"2012-BFN-1060973","Marijuana Grow Center","Mx, LLC","","80239","3855 N Quentin  , DENVER, CO"
"2012-BFN-1060571","Marijuana Grow Center","GOLDEN MEDS, INC","GM ENTERPRISE, INC.","80216","5077 N COLORADO BLVD , DENVER, CO"
"2012-BFN-1060816","Marijuana Grow Center","BACK TO THE GARDEN HEALTH & WELLNESS CENTER LLC","","80211","4500 N JASON ST , DENVER, CO"
"2012-BFN-1060536","Marijuana Grow Center","RJJ TOWER, LLC","NATIVE ROOTS DENVER AIRPORT","80216","4990 N Dahlia  , DENVER, CO"
"2013-BFN-1069096","Retail Marijuana Store","R.D. INDUSTRIES II, LLC","HOUSE OF DANKNESS","80239","10555 E 45th AVE , DENVER, CO"
"2013-BFN-1069098","Marijuana Grow Center","HG LTD","HIGHER GRADE","80216","4655 E 46TH AVE , DENVER, CO"
"2013-BFN-1069103","Retail Marijuana Store","BOTANICO INC","","80205","3054  LARIMER ST , DENVER, CO"
"2013-BFN-1069109","Marijuana Grow Center","DOCTOR'S ORDERS, LLC","DOCTOR'S ORDERS","80223","1395 S ACOMA ST , DENVER, CO"
"2013-BFN-1068935","Marijuana Grow Center","THE GREEN SOLUTION, LLC","","80216","5305  STEELE ST , DENVER, CO"
"2013-BFN-1069234","Marijuana Grow Center","DENCO, LLC","","80216","4300 E 51ST AVE , DENVER, CO"
"2013-BFN-1069235","Infrastructure Production Manufacturing","LEFT BANK, LLC","DIXIE ELIXIRS","80239","4990 N OAKLAND ST , DENVER, CO"
"2013-BFN-1068141","Marijuana Grow Center","GREEN LIFE SOLUTIONS, LLC","GREEN TREE MEDICINALS","80239","4735 N OAKLAND ST , DENVER, CO"
"2013-BFN-1068628","Marijuana Grow Center","WASH PARK BOUTIQUE LLC","LUCY SKY CANNABIS BOUTIQUE","80239","4525 N Ironton  , DENVER, CO"
"2013-BFN-1064196","Marijuana Grow Center","COMPASSIONATE ENTERPRISES, LLC","THE CLINIC ON WADSWORTH","80239","5098 N PARIS ST , DENVER, CO"
"2013-BFN-1066784","Infrastructure Production Manufacturing","BEYOND BROADWAY, LLC","INFUSIASM","80216","5141 N FRANKLIN ST , DENVER, CO"
"2013-BFN-1068781","Infrastructure Production Manufacturing","DENVER PACKAGING COMPANY","","80216","5100 N COOK ST , DENVER, CO"
"2013-BFN-1069170","Retail Marijuana Store","SWEETWATER PARTNERS, LLC","GOOD CHEMISTRY","80210","1724 S BROADWAY  , DENVER, CO"
"2013-BFN-1069216","Marijuana Grow Center","THE CUT OFF THE TOP MEDICAL MARIJUANA, LLC","","80204","2059 W 9TH AVE , DENVER, CO"
"2015-BFN-0001351","Medical Marijuana Center","BK HOLDINGS, LLC","THE HERBAL CENTER","80210","1909 S BROADWAY  , DENVER, CO"
"2015-BFN-0001408","Marijuana Grow Center","GREEN GARDENS LLC","GREEN FIELDS",NA,"5200 E Smith  , DENVER, CO"
"2015-BFN-0002310","Infrastructure Production Manufacturing","NATURAL REMEDIES TECH, LLC","CONCENTRATE REMEDIES","80239","4675 N KINGSTON ST , DENVER, CO"
"2015-BFN-0002521","Marijuana Grow Center","RJJ UINTAH, LLC","NATIVE ROOTS UINTAH","80216","4990 N DAHLIA ST , DENVER, CO"
"2015-BFN-0002769","Infrastructure Production Manufacturing","ALLGREENS, LLC","","80223","1235 S HURON ST , DENVER, CO"
"2015-BFN-0002519","Marijuana Grow Center","RJJ ACADEMY, LLC","NATIVE ROOTS ACADEMY","80216","4990 N DAHLIA ST , DENVER, CO"
"2015-BFN-0003390","Marijuana Grow Center","CALISTOS GARDEN LLC","","80223","2257 S KALAMATH ST , DENVER, CO"
"2015-BFN-0003717","Marijuana Grow Center","LAB 710, LLC","LAB 710","80223","1346 W CEDAR ST , DENVER, CO"
"2015-BFN-0003958","Marijuana Grow Center","LITTLE MAN 54 LLC","","80239","3819 N QUENTIN ST , DENVER, CO"
"2015-BFN-0006106","Retail Marijuana Store","LIGHTSHADE LABS, LLC","LIGHTSHADE","80203","745 E 6TH AVE , DENVER, CO"
"2015-BFN-0006100","Marijuana Grow Center","GREEN SATIVA LLC","","80207","3990 N GRAPE ST , DENVER, CO"
"2015-BFN-0007669","Marijuana Grow Center","RJJ SANTA FE, LLC","NATIVE ROOTS SANTA FE","80216","4990 N DAHLIA ST , DENVER, CO"
"2015-BFN-0007783","Infrastructure Production Manufacturing","BRONNOR CORP","","80216","4809 N Colorado  , DENVER, CO"
"2016-BFN-0000785","Marijuana Grow Center","PEAK HOLDINGS GROUP, LLC","PEAK","80239","3770 N PARIS ST , DENVER, CO"
"2016-BFN-0004789","Infrastructure Production Manufacturing","THE GIVING TREE OF DENVER, LLC","","80223","1255 S HURON ST , DENVER, CO"
"2016-BFN-0006283","Marijuana Grow Center","TRILL EVOLUTIONS, LLC","TRILL EVOLUTIONS","80239","5550 N Joliet  , DENVER, CO"
"2016-BFN-0006933","Infrastructure Production Manufacturing","CANYON, LLC","","80204","678 N BRYANT ST , DENVER, CO"
"2016-BFN-0008826","Retail Marijuana Store","SUMMIT WELLNESS","DEN-REC DENVER RECREATIONAL DISPENSARY","80223","2042 S BANNOCK ST , DENVER, CO"
"2017-BFN-0000574","Infrastructure Production Manufacturing","J&P INVESTMENTS, LLC","NEWT BROTHERS ARTISANAL","80216","3850 E 48TH AVE , DENVER, CO"
"2018-BFN-0003724","Infrastructure Production Manufacturing","GREENWERKZ LLC","GREEN DRAGON COLORADO","80204","830 N Wyandot St , DENVER, CO"
